,REF,Model,Adjusted R-Squared,R-Squared,RMSE,Time Taken,Spearman,Pearson
0,redandblack.ply,AdaBoostRegressor,16.43711652529631,0.18752018287914152,1713.5576665917076,0.1432340145111084,-0.07868999295196533,0.4530905706249507
1,redandblack.ply,BaggingRegressor,20.657867292461855,-0.03462459434009757,1933.6765594598737,0.08717775344848633,0.29595141700404864,0.061132504272826994
2,redandblack.ply,BayesianRidge,19.707420451953997,0.015398923581368518,1886.3513481267066,0.009017705917358398,0.5542510121457491,0.1974125590845507
3,redandblack.ply,DecisionTreeRegressor,28.44670522597713,-0.44456343294616474,2284.8660370290554,0.016803264617919922,0.4553193826325307,-0.06490569421088659
4,redandblack.ply,DummyRegressor,20.262571908601746,-0.01381957413693402,1914.1359046863424,0.0059664249420166016,,
5,redandblack.ply,ElasticNet,19.43326568140632,0.029828122031246407,1872.4782186524462,0.020409822463989258,0.5512145748987854,0.2096838439574222
6,redandblack.ply,ElasticNetCV,19.36562296801982,0.033388264841062054,1869.0394378964431,0.07418251037597656,0.5101214574898786,0.21134317067729833
7,redandblack.ply,ExtraTreeRegressor,45.32185012914209,-1.3327289541653733,2903.51834024567,0.008706331253051758,0.520162374373701,-0.11311141207033983
8,redandblack.ply,ExtraTreesRegressor,16.184980203421496,0.20079051560939498,1699.5061802049913,0.2452402114868164,0.2285425101214575,0.5496952948782851
9,redandblack.ply,GammaRegressor,19.280886562485517,0.037848075658657,1864.7227101848962,0.5581784248352051,0.3878542510121458,0.2549834442855761
10,redandblack.ply,GaussianProcessRegressor,33.81405118364103,-0.7270553254547909,2498.30558461049,0.026671409606933594,-0.07955465587044534,0.08336940659611794
11,redandblack.ply,GradientBoostingRegressor,18.86980862649248,0.059483756500395946,1843.6377155002642,0.4296855926513672,0.02773560091140456,0.41144013006754726
12,redandblack.ply,HistGradientBoostingRegressor,15.830353928579974,0.21945505639052765,1679.5440201886931,0.20749473571777344,0.19048582995951419,0.5463618334406501
13,redandblack.ply,HuberRegressor,21.671165870981547,-0.08795609847271302,1982.887701429937,0.0417790412902832,0.7259109311740891,0.1669698616363871
14,redandblack.ply,KNeighborsRegressor,14.72130257514388,0.27782618025558525,1615.5235893520169,0.03432011604309082,0.39797570850202435,0.5559012882922736
15,redandblack.ply,KernelRidge,18.930533048264042,0.0562877343018926,1846.7675443819574,0.0245511531829834,0.27591093117408905,0.3207889856213831
16,redandblack.ply,LGBMRegressor,15.330559761799549,0.24576001253686586,1651.0005216283698,0.12944340705871582,0.1825910931174089,0.5786611003347693
17,redandblack.ply,Lars,122892019620.76376,-6468001031.619145,152889434.37136927,0.01854991912841797,0.3117408906882591,-0.01168282371537443
18,redandblack.ply,LarsCV,20.101308572534787,-0.005332030133409882,1906.106636394658,0.04562520980834961,0.5303643724696356,0.15221471554817245
19,redandblack.ply,Lasso,17.875372834836075,0.11182248237704873,1791.6052298566524,0.015573501586914062,0.3678137651821862,0.33890208201207495
20,redandblack.ply,LassoCV,18.068372693945946,0.10166459505547643,1801.8211973164919,0.4345512390136719,0.3502024291497976,0.3276560280244624
21,redandblack.ply,LassoLars,17.886604163413985,0.11123135982031651,1792.2013280965114,0.03590106964111328,0.4147773279352227,0.3398788868171651
22,redandblack.ply,LassoLarsCV,18.064699834651297,0.10185790343940537,1801.6273243590713,0.09369421005249023,0.3487854251012146,0.32767704161362166
23,redandblack.ply,LassoLarsIC,18.91747723197043,0.056974882527872084,1846.0950755728722,0.05243182182312012,0.5050607287449392,0.26226090588511036
24,redandblack.ply,LinearRegression,18.465406758925276,0.08076806531972225,1822.6571578458181,0.018674850463867188,0.4234817813765182,0.3033499788905638
25,redandblack.ply,LinearSVR,21.671393691626978,-0.0879680890329988,1982.898628281235,0.022416114807128906,0.7279352226720648,0.17274921853017233
26,redandblack.ply,MLPRegressor,20.23707547290761,-0.012477656468821596,1912.8686854548869,0.23852252960205078,0.5455465587044535,0.32372535281475295
27,redandblack.ply,NuSVR,21.67054423652365,-0.08792338086966578,1982.8578859711408,0.011626005172729492,0.7036437246963563,0.18278002508260632
28,redandblack.ply,OrthogonalMatchingPursuit,18.673766705223002,0.06980175235668407,1833.4969513725757,0.00782918930053711,0.5854251012145748,0.3976687310728045
29,redandblack.ply,OrthogonalMatchingPursuitCV,18.673766705223002,0.06980175235668407,1833.4969513725757,0.029929161071777344,0.5854251012145748,0.3976687310728045
30,redandblack.ply,PassiveAggressiveRegressor,21.647970386748295,-0.08673528351306814,1981.7748723174018,0.008916378021240234,0.3734817813765182,0.14110146453449762
31,redandblack.ply,PoissonRegressor,62.52093838215134,-2.2379441253763863,3420.795472795412,2.222710609436035,0.12935222672064778,0.07019083519752005
32,redandblack.ply,RANSACRegressor,21.862360460055932,-0.0980189715818911,1992.0367931245428,0.1272878646850586,0.21032388663967613,-0.044893069112991596
33,redandblack.ply,RandomForestRegressor,18.064275206226192,0.10188025230388464,1801.6049088774062,0.727653980255127,0.2,0.4506261915115244
34,redandblack.ply,Ridge,18.082242288783316,0.10093461637982537,1802.5531199115733,0.007426261901855469,0.27591093117408905,0.32078898562131525
35,redandblack.ply,RidgeCV,19.00695192448965,0.0522656881847553,1850.6987674497216,0.02308511734008789,0.39676113360323884,0.23841433161717715
36,redandblack.ply,SGDRegressor,19.02057244745106,0.05154881855520743,1851.3985727306576,0.021165847778320312,0.3508097165991903,0.23773945623099593
37,redandblack.ply,SVR,21.671086791464493,-0.08795193639286802,1982.883908563275,0.03282570838928223,0.7028340080971661,0.18957100769810814
