,REF,Model,Adjusted R-Squared,R-Squared,RMSE,Time Taken,Spearman,Pearson
0,amphoriskos_vox10.ply,AdaBoostRegressor,1.4410069241657038,0.7059953838895308,0.6503874579839277,0.1129143238067627,0.9095110416280414,0.8892413920223387
1,amphoriskos_vox10.ply,BaggingRegressor,1.3907335348486134,0.7395109767675911,0.6121950261150444,0.04159855842590332,0.9395922203771995,0.901689269820637
2,amphoriskos_vox10.ply,BayesianRidge,1.6297374112063514,0.5801750591957657,0.7771935735588302,0.010463237762451172,0.7768373025968738,0.7794708094225831
3,amphoriskos_vox10.ply,DecisionTreeRegressor,1.4253384497548596,0.7164410334967604,0.6387292070979689,0.009449958801269531,0.8643956189988036,0.8692511196768242
4,amphoriskos_vox10.ply,DummyRegressor,3.1251486643439272,-0.4167657762292849,1.4277235127300745,0.006123065948486328,,
5,amphoriskos_vox10.ply,ElasticNet,2.3377148228701907,0.10819011808653967,1.1327425729445775,0.006594657897949219,0.8367507071821697,0.8069155438871206
6,amphoriskos_vox10.ply,ElasticNetCV,1.5619144930724849,0.6253903379516768,0.7341496067060295,0.13647937774658203,0.8091574281135342,0.8501874517944643
7,amphoriskos_vox10.ply,ExtraTreeRegressor,1.640679234844304,0.5728805101037973,0.7839164496296783,0.007246255874633789,0.7407229460680628,0.8255124224111915
8,amphoriskos_vox10.ply,ExtraTreesRegressor,1.4412257257260734,0.7058495161826177,0.65054877987742,0.15401291847229004,0.8772605497379259,0.8779932980741153
9,amphoriskos_vox10.ply,GammaRegressor,1.697220925603814,0.5351860495974573,0.817776563717049,0.020319700241088867,0.8557137993934855,0.8213039992653819
10,amphoriskos_vox10.ply,GaussianProcessRegressor,5.510279454968433,-2.0068529699789552,2.0799417828883433,0.04522275924682617,0.6329357913679333,0.6883991916713118
11,amphoriskos_vox10.ply,GradientBoostingRegressor,1.6333028617281882,0.5777980921812079,0.7793906274165812,0.18109965324401855,0.8537899823984463,0.8558298041455585
12,amphoriskos_vox10.ply,HistGradientBoostingRegressor,1.403893748345788,0.7307375011028079,0.62241925459317,0.08647465705871582,0.8995381062355658,0.8978626630852949
13,amphoriskos_vox10.ply,HuberRegressor,1.7984141807887184,0.4677238794741878,0.8751118698911817,0.022742748260498047,0.7364371457010483,0.711059918279096
14,amphoriskos_vox10.ply,KNeighborsRegressor,1.503694137893167,0.6642039080712221,0.6950769741546615,0.024404048919677734,0.8552727424552672,0.8598352102923773
15,amphoriskos_vox10.ply,KernelRidge,9.735609352317361,-4.8237395682115745,2.894649976007029,0.007954597473144531,0.8022316869313928,0.8300176214198233
16,amphoriskos_vox10.ply,LGBMRegressor,1.5961231541429406,0.6025845639047063,0.756166527511686,0.0934896469116211,0.8795227097767513,0.8751158267234561
17,amphoriskos_vox10.ply,Lars,18116.32230685405,-12075.8815379027,131.817322620216,0.011443853378295898,0.6614082828945151,0.528752027507402
18,amphoriskos_vox10.ply,LarsCV,3.106694349210613,-0.40446289947374203,1.421510980620353,0.06998586654663086,0.7064386619385038,0.7552445986933793
19,amphoriskos_vox10.ply,Lasso,3.096256461336284,-0.39750430755752264,1.4179850784007941,0.006785154342651367,0.7064386619385038,0.7552445986933768
20,amphoriskos_vox10.ply,LassoCV,1.5558485956088588,0.6294342695940942,0.7301762620581304,0.1953415870666504,0.8106964817095657,0.8509209489085506
21,amphoriskos_vox10.ply,LassoLars,3.0962564613362846,-0.3975043075575231,1.4179850784007944,0.006201028823852539,0.7064386619385038,0.7552445986933747
22,amphoriskos_vox10.ply,LassoLarsCV,1.5546696305991818,0.6302202462672122,0.7294014924299976,0.06318283081054688,0.8153136424976599,0.8510776503950771
23,amphoriskos_vox10.ply,LassoLarsIC,1.9835023015944546,0.34433179893703025,0.9712636691293279,0.01560068130493164,0.667179733879633,0.6354389204016021
24,amphoriskos_vox10.ply,LinearRegression,2.168152777210824,0.22123148185945096,1.0585205079595787,0.0063211917877197266,0.6160062018115874,0.5745418102872458
25,amphoriskos_vox10.ply,LinearSVR,1.5969416343228342,0.6020389104514439,0.7566854597290857,0.014600515365600586,0.7914583117591726,0.7971486687884176
26,amphoriskos_vox10.ply,MLPRegressor,1.2008670461217639,0.866088635918824,0.4389386262948582,0.12219405174255371,0.9349750595891052,0.9342824270970871
27,amphoriskos_vox10.ply,NuSVR,1.2697862202769339,0.8201425198153774,0.5086971862860149,0.009078025817871094,0.9072720948605391,0.910949354435188
28,amphoriskos_vox10.ply,OrthogonalMatchingPursuit,1.7965485524557039,0.4689676316961975,0.87408884926819,0.006314754486083984,0.7895344947641332,0.8180429437113697
29,amphoriskos_vox10.ply,OrthogonalMatchingPursuitCV,1.7965485524557039,0.4689676316961975,0.87408884926819,0.008945703506469727,0.7895344947641332,0.8180429437113697
30,amphoriskos_vox10.ply,PassiveAggressiveRegressor,1.5829112282273976,0.6113925145150683,0.7477400868358023,0.013899803161621094,0.7941516555522277,0.8366860240754702
31,amphoriskos_vox10.ply,PoissonRegressor,1.621735749169392,0.5855095005537387,0.7722401426540189,0.009583234786987305,0.8480185314133283,0.8419156247964369
32,amphoriskos_vox10.ply,RANSACRegressor,3.542860448781779,-0.6952402991878526,1.5617471319971454,0.0804901123046875,0.282031571472763,0.13097089198422185
33,amphoriskos_vox10.ply,RandomForestRegressor,1.4064198026294754,0.7290534649136831,0.6243626049820726,0.2955906391143799,0.9180454700327593,0.9043901195087606
34,amphoriskos_vox10.ply,Ridge,1.5704418388528694,0.6197054407647538,0.7396991833256666,0.006081104278564453,0.8022316869313928,0.8300176214198368
35,amphoriskos_vox10.ply,RidgeCV,1.6393322094057337,0.5737785270628442,0.7830919254671828,0.0069692134857177734,0.7860716241730625,0.7743850395240494
36,amphoriskos_vox10.ply,SGDRegressor,1.5705856667975953,0.6196095554682699,0.7397924292104773,0.0071828365325927734,0.8068488477194871,0.848657450571781
37,amphoriskos_vox10.ply,SVR,1.265817058810598,0.8227886274596015,0.5049412813629511,0.011334657669067383,0.8926510856982404,0.9106750670611369
38,amphoriskos_vox10.ply,TransformedTargetRegressor,2.168152777210824,0.22123148185945096,1.0585205079595787,0.008005142211914062,0.6160062018115874,0.5745418102872458
39,amphoriskos_vox10.ply,TweedieRegressor,1.514531583266233,0.656978944489178,0.7025147912699655,0.008342981338500977,0.851866165403407,0.8460383629812511
40,amphoriskos_vox10.ply,XGBRegressor,1.6349903066532274,0.5766731288978484,0.7804282856407487,0.09634542465209961,0.8757214961418943,0.8479369800875565
41,biplane_vox10.ply,AdaBoostRegressor,1.5225453859170655,0.7760519774641148,0.6585630087121408,0.1456592082977295,0.9647137348049952,0.9152096013062206
42,biplane_vox10.ply,BaggingRegressor,1.4596705813219624,0.8029983222905875,0.6176730875661074,0.04457974433898926,0.973878787578838,0.9485971226581813
43,biplane_vox10.ply,BayesianRidge,1.5603030534259694,0.7598701199602989,0.6819410262815513,0.008651494979858398,0.9508439727904799,0.9012516311192954
44,biplane_vox10.ply,DecisionTreeRegressor,2.0279309964616656,0.559458144373572,0.9236709930750645,0.009533882141113281,0.8606318649257413,0.8276372912722225
45,biplane_vox10.ply,DummyRegressor,3.4465275230305856,-0.048511795584536666,1.4249852768276867,0.0058841705322265625,,
46,biplane_vox10.ply,ElasticNet,2.1972975394620287,0.4868724830877019,0.9968650483821213,0.006504058837890625,0.957029560183004,0.9522532856803414
47,biplane_vox10.ply,ElasticNetCV,1.3950291587167403,0.830701789121397,0.5725980980992511,0.1772172451019287,0.97006289735064,0.9531562614749519
48,biplane_vox10.ply,ExtraTreeRegressor,1.8488408890376096,0.6362110475553102,0.8393603886704242,0.00722813606262207,0.9058083007677654,0.8355249120837202
49,biplane_vox10.ply,ExtraTreesRegressor,1.4267846131048083,0.8170923086693679,0.5951681756676728,0.15375471115112305,0.96759893266344,0.9404110707401583
50,biplane_vox10.ply,GammaRegressor,2.0985486471944754,0.5291934369166534,0.954871587665776,0.007845401763916016,0.9641493821013599,0.9185620694133523
51,biplane_vox10.ply,GaussianProcessRegressor,9.17189862372349,-2.5022422673100664,2.6043347715157004,0.0218353271484375,0.9375385634795999,0.6188568293924777
52,biplane_vox10.ply,GradientBoostingRegressor,1.5341608428372742,0.7710739244983111,0.665842248917291,0.1722853183746338,0.9629173997577598,0.9334913882481766
53,biplane_vox10.ply,HistGradientBoostingRegressor,1.2996403075809382,0.8715827253224551,0.4986954907865931,0.08713293075561523,0.9691966780231703,0.9573953613702878
54,biplane_vox10.ply,HuberRegressor,2.83274595227737,0.2145374490239843,1.2333503424686305,0.022606611251831055,0.9432056822601599,0.8870106376426554
55,biplane_vox10.ply,KNeighborsRegressor,1.8465703889661058,0.6371841190145261,0.8382370662946996,0.016702651977539062,0.9554709371542921,0.9175256867466434
56,biplane_vox10.ply,KernelRidge,10.480627554536763,-3.0631260948014694,2.8051356466989383,0.007851362228393555,0.96193181388288,0.9103376228405715
