,Fold,Testing Groups,Model,Adjusted R-Squared,R-Squared,RMSE,Time Taken,Spearman,Pearson
0,0,ucl_original.ply,AdaBoostRegressor,1.074169582438089,-0.40922206632368985,1.3692439654922848,0.06469511985778809,1.0,0.9825743824242335
1,0,ucl_original.ply,BaggingRegressor,1.049521895538606,0.05908398476648624,1.1188363002095825,0.02017951011657715,1.0,0.9425966147925862
2,0,ucl_original.ply,BayesianRidge,1.107727207102946,-1.0468169349559746,1.650177339035241,0.007907629013061523,1.0,0.9910405128349291
3,0,ucl_original.ply,DecisionTreeRegressor,1.0891856821850177,-0.6945279615153339,1.5014659503298768,0.006112813949584961,1.0,0.9407284800265197
4,0,ucl_original.ply,DummyRegressor,1.1342095768585625,-1.5499819603126883,1.8418729597884869,0.0055692195892333984,,
5,0,ucl_original.ply,ElasticNet,1.132176738726946,-1.511358035811972,1.8278705454282718,0.006552457809448242,1.0,0.9723424353346715
6,0,ucl_original.ply,ElasticNetCV,1.1198359301877159,-1.2768826735666003,1.740449570919251,0.08827614784240723,1.0,0.9810719398711354
7,0,ucl_original.ply,ExtraTreeRegressor,1.161813885284468,-2.07446382040489,2.0224407696312556,0.0066335201263427734,1.0,0.9230672176080468
8,0,ucl_original.ply,ExtraTreesRegressor,1.0947849300039034,-0.8009136700741633,1.5478809859503626,0.06516480445861816,1.0,0.9909770789773773
9,0,ucl_original.ply,GammaRegressor,1.123360970180054,-1.3438584334210253,1.7658621859656354,0.021906375885009766,1.0,0.9951280000139897
10,0,ucl_original.ply,GaussianProcessRegressor,1.3320685976576614,-5.309303355495567,2.8972223221822833,0.007997274398803711,1.0,0.8953193896005429
11,0,ucl_original.ply,GradientBoostingRegressor,1.0512782338670663,0.025713556525741477,1.1385037041653197,0.05026984214782715,1.0,0.9999999991297426
12,0,ucl_original.ply,HistGradientBoostingRegressor,1.1342095768585625,-1.5499819603126883,1.8418729597884869,0.07668471336364746,,
13,0,ucl_original.ply,HuberRegressor,1.0738877804847766,-0.4038678292107547,1.3666403184386111,0.024662017822265625,1.0,0.9900459124018406
14,0,ucl_original.ply,KNeighborsRegressor,1.0974178983236806,-0.8509400681499304,1.5692325087974273,0.006264448165893555,1.0,0.9815507703068932
15,0,ucl_original.ply,KernelRidge,1.3044191110110348,-4.783963109209663,2.77398351121497,0.005975246429443359,1.0,0.9894450126648003
16,0,ucl_original.ply,LGBMRegressor,1.1342095754860666,-1.5499819342352676,1.841872950370519,0.3048067092895508,,
17,0,ucl_original.ply,Lars,3.1209330948007035e+42,-5.929772880121337e+43,8.88198729998722e+21,0.01130986213684082,-1.0,-0.9968630248031267
18,0,ucl_original.ply,LarsCV,1.1133169294444465,-1.1530216594444829,1.692447935897864,0.033260345458984375,1.0,0.976136184583694
19,0,ucl_original.ply,Lasso,1.1342095768585625,-1.5499819603126883,1.8418729597884869,0.007062196731567383,,
20,0,ucl_original.ply,LassoCV,1.1173633961456375,-1.229904526767112,1.7224009354418517,0.0944514274597168,1.0,0.9803338514537551
21,0,ucl_original.ply,LassoLars,1.1342095768585625,-1.5499819603126883,1.8418729597884869,0.00609898567199707,,
22,0,ucl_original.ply,LassoLarsCV,1.1173047069426636,-1.2287894319106085,1.7219702262855399,0.0365753173828125,1.0,0.9803799556172725
23,0,ucl_original.ply,LinearRegression,1.0193124545955177,0.6330633626851639,0.6986934251040708,0.0060613155364990234,1.0,0.999998955591561
24,0,ucl_original.ply,LinearSVR,1.0608219913962835,-0.1556178365293872,1.239933050498573,0.007129669189453125,1.0,0.9933435006564426
25,0,ucl_original.ply,MLPRegressor,1.4605518465915845,-7.7504850852401095,3.4119855447236938,0.062033891677856445,-0.5,-0.7914753220723104
26,0,ucl_original.ply,NuSVR,1.099166317196665,-0.8841600267366367,1.5832518749619158,0.0064239501953125,1.0,0.968166135093238
27,0,ucl_original.ply,OrthogonalMatchingPursuit,1.1912149553143685,-2.633084150973003,2.198512031910329,0.006955146789550781,0.5,0.7641379324858644
28,0,ucl_original.ply,OrthogonalMatchingPursuitCV,1.1341144315641063,-1.548174199718018,1.841219963856804,0.009944915771484375,1.0,0.9264423835033266
29,0,ucl_original.ply,PassiveAggressiveRegressor,1.1142567867255717,-1.170878947785861,1.6994520740916201,0.007045269012451172,1.0,0.9686386231536568
30,0,ucl_original.ply,PoissonRegressor,1.150191723303394,-1.8536427427644866,1.9484574167720148,0.00887608528137207,1.0,0.9749169358033041
31,0,ucl_original.ply,RandomForestRegressor,1.074390312898904,-0.41341594507917634,1.3712799033506384,0.08919835090637207,1.0,0.9911410979112627
32,0,ucl_original.ply,Ridge,1.1029499000655516,-0.9560481012454793,1.6131727724881133,0.006227731704711914,1.0,0.9894450126647791
33,0,ucl_original.ply,RidgeCV,1.1029499000655516,-0.9560481012454811,1.613172772488114,0.006846904754638672,1.0,0.9894450126647791
34,0,ucl_original.ply,SGDRegressor,1.0934144711876703,-0.7748749525657377,1.536650134836638,0.00681757926940918,1.0,0.9927287367760931
35,0,ucl_original.ply,SVR,1.0995811933444923,-0.8920426735453542,1.5865602960129626,0.006936311721801758,1.0,0.9700471564683879
36,0,ucl_original.ply,TransformedTargetRegressor,1.0193124545955177,0.6330633626851639,0.6986934251040708,0.006970882415771484,1.0,0.999998955591561
37,0,ucl_original.ply,TweedieRegressor,1.1047428342270171,-0.9901138503133271,1.6271593242386717,0.00764918327331543,1.0,0.9978791786842409
38,0,ucl_original.ply,XGBRegressor,1.1104191800051206,-1.0979644200972904,1.6706680892677144,0.018985271453857422,1.0,0.9731981876832267
