,Fold,Testing Groups,Model,Adjusted R-Squared,R-Squared,RMSE,Time Taken,Spearman,Pearson
0,0,"soldier.ply, statue.ply",AdaBoostRegressor,-1.3409214712358133,-0.10885753900643791,1670.8181600068099,0.10365915298461914,-0.062305941179162765,0.06977972064109958
1,0,"soldier.ply, statue.ply",BaggingRegressor,-0.9268437986030778,0.08728451645117374,1515.859742091912,0.06833481788635254,0.6195890791251736,0.3159344592748971
2,0,"soldier.ply, statue.ply",BayesianRidge,-1.058099919777972,0.02511056431569758,1566.6392113108348,0.02243638038635254,0.6841935763190307,0.27680711261403695
3,0,"soldier.ply, statue.ply",DecisionTreeRegressor,-3.5514526995497295,-1.1559512787340824,2329.7578367625015,0.018503427505493164,0.7503041015255033,-0.04878151747796721
4,0,"soldier.ply, statue.ply",DummyRegressor,-1.111793058139185,-0.0003230275396139959,1586.9434216018076,0.007831335067749023,,
5,0,"soldier.ply, statue.ply",ElasticNet,-0.9769949010866799,0.06352873106420431,1535.4601124905146,0.00973200798034668,0.5831597077031481,0.2746633483422685
6,0,"soldier.ply, statue.ply",ElasticNetCV,-0.9882380840787579,0.05820301280479889,1539.8200084634204,0.12140130996704102,0.6176132296446298,0.27267451873695503
7,0,"soldier.ply, statue.ply",ExtraTreeRegressor,-4.833813305297654,-1.7633852498778362,2637.6187883702955,0.011403560638427734,0.5218791758358821,0.07744388981123462
8,0,"soldier.ply, statue.ply",ExtraTreesRegressor,-0.8448883448997693,0.12610552083695137,1483.2720323288459,0.23953723907470703,0.24924579531950933,0.38903802319923847
9,0,"soldier.ply, statue.ply",GammaRegressor,-0.9835293319813803,0.060433474324609326,1537.9955467030654,0.44718432426452637,0.4808113208903377,0.277730542140054
10,0,"soldier.ply, statue.ply",GaussianProcessRegressor,-4.5147580131041405,-1.6122537956809087,2564.4780997492376,0.03437089920043945,0.039067480812698785,0.38390202565963616
11,0,"soldier.ply, statue.ply",GradientBoostingRegressor,-1.0180228461263816,0.04409444130855611,1551.3107560877997,0.3428163528442383,0.31770737481383277,0.2637627669956865
12,0,"soldier.ply, statue.ply",HistGradientBoostingRegressor,-0.6530758771225726,0.21696405820509723,1404.0486575402103,0.09849071502685547,0.09894378468276709,0.4694755934657539
13,0,"soldier.ply, statue.ply",HuberRegressor,-1.2364644014872606,-0.059377874388702345,1633.1149680670344,0.07169747352600098,0.8521890018864232,0.17958920975447046
14,0,"soldier.ply, statue.ply",KNeighborsRegressor,-0.6771324404767172,0.20556884398471298,1414.228041226975,0.05722975730895996,0.5488438130438176,0.48111930332257213
15,0,"soldier.ply, statue.ply",KernelRidge,-0.965039402895691,0.0691918617862517,1530.8103716844662,0.021439075469970703,0.3954727995457749,0.3115535174874118
16,0,"soldier.ply, statue.ply",LGBMRegressor,-0.8018655647406197,0.14648473249128546,1465.8750642955354,0.029662132263183594,0.16601050309003126,0.39938943992216985
17,0,"soldier.ply, statue.ply",Lars,-47799.320246548275,-22641.25695889129,238754.2810329585,0.034005165100097656,0.299973052538959,0.08924648933662892
18,0,"soldier.ply, statue.ply",LarsCV,-1.0360958189687874,0.03553355943583747,1558.2418728201162,0.0668938159942627,0.6031666746603916,0.2536228941822184
19,0,"soldier.ply, statue.ply",Lasso,-0.915056670257681,0.09286789303583531,1511.2161267729384,0.03187918663024902,0.35672080310033877,0.3151243374920737
20,0,"soldier.ply, statue.ply",LassoCV,-0.9577852577346935,0.07262803580988209,1527.9821871327774,0.44496941566467285,0.38921569292839786,0.27630892765644866
21,0,"soldier.ply, statue.ply",LassoLars,-0.9106222941512176,0.09496838698100218,1509.4654776782643,0.01981186866760254,0.3647262189196301,0.3174026018254242
22,0,"soldier.ply, statue.ply",LassoLarsCV,-0.9580333623465878,0.07251051257266894,1528.0790025052074,0.09224390983581543,0.38713875417725163,0.2762561618856662
23,0,"soldier.ply, statue.ply",LassoLarsIC,-0.9437866820205412,0.07925894009553314,1522.5096904565264,0.02679729461669922,0.32529067301179143,0.29255986122969807
24,0,"soldier.ply, statue.ply",LinearRegression,-0.8838724454624018,0.10763936793886231,1498.8615241257833,0.009230613708496094,0.5032501465118978,0.33784538977891704
25,0,"soldier.ply, statue.ply",LinearSVR,-1.2365607961231677,-0.05942353500571107,1633.1501624180785,0.014389991760253906,0.8433160040571593,0.1721380228423997
26,0,"soldier.ply, statue.ply",MLPRegressor,-1.087641958144388,0.011116967194763627,1577.842946924,0.27440953254699707,0.6361347910393447,0.30883179694253676
27,0,"soldier.ply, statue.ply",NuSVR,-1.2364798170685596,-0.05938517650615971,1633.1205964537778,0.016477584838867188,0.8231512949162847,0.1822117466688686
28,0,"soldier.ply, statue.ply",OrthogonalMatchingPursuit,-0.9800673483856155,0.062073361291024254,1536.6527783852023,0.009636402130126953,0.45524394196008894,0.25047921353828184
29,0,"soldier.ply, statue.ply",OrthogonalMatchingPursuitCV,-0.9322638311096547,0.08471713263226888,1517.9902312052147,0.01370692253112793,0.42896672320349916,0.2923647614649017
30,0,"soldier.ply, statue.ply",PassiveAggressiveRegressor,-1.226803399499595,-0.05480161028928188,1629.5838135697604,0.01006937026977539,0.7819411494425933,0.2483272883122658
31,0,"soldier.ply, statue.ply",PoissonRegressor,-0.771254210564549,0.1609848476273189,1453.3700697669065,1.2116715908050537,0.5650193565855424,0.40163652953256024
32,0,"soldier.ply, statue.ply",RANSACRegressor,-1.2343701499498287,-0.05838586050255046,1632.3501549599077,0.11977410316467285,0.35414434743436,0.07630326091522013
