,REF,Model,Adjusted R-Squared,R-Squared,RMSE,Time Taken,Spearman,Pearson
0,bumbameuboi_original.ply,AdaBoostRegressor,1.0516958511926533,0.017778827339585357,1.13754120804479,0.06308770179748535,0.8660254037844387,0.8173053223943724
1,bumbameuboi_original.ply,BaggingRegressor,1.054195842314781,-0.029721003980838656,1.1647219983040304,0.020727157592773438,1.0,0.9977681373755083
2,bumbameuboi_original.ply,BayesianRidge,1.1827974885210104,-2.4731522818991993,2.139067085749258,0.00902414321899414,1.0,0.9396531269214019
3,bumbameuboi_original.ply,DecisionTreeRegressor,1.0405843060522233,0.22889818500775871,1.0079021116490763,0.007407188415527344,1.0,0.9868606168131332
4,bumbameuboi_original.ply,DummyRegressor,1.0779448080426421,-0.48095135281020274,1.3967956980969776,0.00677943229675293,,
5,bumbameuboi_original.ply,ElasticNet,1.055479432697455,-0.054109221251645634,1.1784340935013204,0.007640361785888672,1.0,0.990435721571453
6,bumbameuboi_original.ply,ElasticNetCV,1.0833986033155927,-0.58457346299626,1.444836424269161,0.07604646682739258,1.0,0.9883062558984892
7,bumbameuboi_original.ply,ExtraTreeRegressor,1.056607090224042,-0.07553471425679814,1.190350088559384,0.011601686477661133,1.0,0.9911394113461913
8,bumbameuboi_original.ply,ExtraTreesRegressor,1.0446642161371313,0.1513798933945042,1.0573509288153442,0.09343338012695312,1.0,0.9719721787482847
9,bumbameuboi_original.ply,GammaRegressor,1.022851298447929,0.5658253294893507,0.7563011035670518,0.012510061264038086,1.0,0.9982439152321427
10,bumbameuboi_original.ply,GaussianProcessRegressor,1.4600211648478865,-7.740402132109844,3.3933464308850048,0.008145332336425781,1.0,0.8173053223943725
11,bumbameuboi_original.ply,GradientBoostingRegressor,1.048784093903977,0.07310221582443532,1.1050410574279246,0.05235576629638672,1.0,0.9996669965393379
12,bumbameuboi_original.ply,HistGradientBoostingRegressor,1.0779448080426421,-0.48095135281020274,1.3967956980969776,0.019823312759399414,,
13,bumbameuboi_original.ply,HuberRegressor,1.0720644917815612,-0.36922534384966244,1.3430740468110491,0.02760028839111328,1.0,0.9440529246513791
14,bumbameuboi_original.ply,KNeighborsRegressor,1.0388904079915058,0.26108224816139225,0.9866441438870789,0.019954919815063477,0.8660254037844387,0.8173053223943723
15,bumbameuboi_original.ply,KernelRidge,2.0450775238410093,-18.85647295297918,5.114622050866445,0.0062906742095947266,1.0,0.9704069017309791
16,bumbameuboi_original.ply,LGBMRegressor,1.077944806667802,-0.48095132668823815,1.396795685778191,0.030058860778808594,,
17,bumbameuboi_original.ply,Lars,8.060574786256071e+42,-1.5315092093886536e+44,1.4204380542588254e+22,0.010453462600708008,-1.0,-0.9842632250793739
18,bumbameuboi_original.ply,LarsCV,1.070289152795798,-0.33549390312016225,1.3264272862139082,0.03316378593444824,1.0,0.9869298990768534
19,bumbameuboi_original.ply,Lasso,1.0779448080426421,-0.48095135281020274,1.3967956980969776,0.006276607513427734,,
20,bumbameuboi_original.ply,LassoCV,1.0721938682840777,-0.37168349739747697,1.3442791084171968,0.07714962959289551,1.0,0.9868315065762702
21,bumbameuboi_original.ply,LassoLars,1.0779448080426421,-0.48095135281020274,1.3967956980969776,0.005810976028442383,,
22,bumbameuboi_original.ply,LassoLarsCV,1.369345007670357,-6.017555145736784,3.04057282344356,0.027515411376953125,1.0,0.9558260247684973
23,bumbameuboi_original.ply,LinearRegression,1.1833814365959792,-2.4842472953236063,2.1424809951495467,0.006141185760498047,1.0,0.9396436309839403
24,bumbameuboi_original.ply,LinearSVR,1.1124010968226274,-1.1356208396299206,1.6773533773088298,0.007100820541381836,1.0,0.9448279532316461
25,bumbameuboi_original.ply,MLPRegressor,4.141805632031155,-58.69430700859195,8.868066677313312,0.06158900260925293,-1.0,-0.9973419746543134
